time,roll,pitch,yaw,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1726869629364022538,-0.009588059456557415,-0.03316800474082432,-0.01247310535735408,-0.0005627368809655309,0.0004186045262031257,-0.00016113002493511885,-0.3181922733783722,0.08303838223218918,-9.781668663024902
1726869629403780577,-0.009588059897042419,-0.033168002708859855,-0.012491703299016355,0.000264569855062291,-0.0009772571502253413,-0.00043588850530795753,-0.32918134331703186,0.1029796376824379,-9.781734466552734
1726869629444286194,-0.009586254766807021,-0.03316693556499542,-0.012523174192531853,0.00010802773613249883,-0.0002759224735200405,-0.0006391126080416143,-0.3263561725616455,0.10242486000061035,-9.804810523986816
1726869629484149116,-0.009586254469945486,-0.03316693776074273,-0.012513159491439363,-0.00037749428884126246,-0.0006202487275004387,0.00015771598555147648,-0.32498395442962646,0.09123030304908752,-9.794431686401367
1726869629523773024,-0.009586254205988288,-0.03316693797340302,-0.012500763855706946,0.000330989743815735,-0.0005748367984779179,8.912169869290665e-05,-0.3149247169494629,0.10382958501577377,-9.814870834350586
1726869629563698478,-0.009586254284335618,-0.03316693700218764,-0.012522697295014557,-0.00046551437117159367,-8.368591079488397e-05,-0.0003013973473571241,-0.3239820897579193,0.0930587574839592,-9.79951286315918
1726869629603590964,-0.009586254920397412,-0.03316693571201112,-0.012531757432906429,-0.0017651462694630027,0.0005219162558205426,0.00017576930986251682,-0.32022637128829956,0.09734196960926056,-9.784871101379395
1726869629644669641,-0.009586254694490553,-0.03316693769739108,-0.012532949673634752,-0.000615325930994004,-5.060225157649256e-05,2.1283471141941845e-05,-0.3250463306903839,0.10001089423894882,-9.803470611572266
1726869629685485842,-0.009585402921302274,-0.03316618904063803,-0.012551545768486376,0.00012208338011987507,-0.0006799742695875466,-0.0002360897633479908,-0.3267127275466919,0.10612796992063522,-9.794425010681152
1726869629723220693,-0.009585403295164172,-0.03316619020836204,-0.01256537377883592,0.0005326581303961575,-2.9009295758442022e-05,-5.3895633755018935e-05,-0.3229515254497528,0.08863022178411484,-9.774454116821289
1726869629764524315,-0.009585403812837241,-0.03316618952326111,-0.012555121385666704,0.0002564007882028818,8.674860146129504e-05,0.0007431720732711256,-0.3160960376262665,0.09744342416524887,-9.764111518859863
1726869629804087363,-0.009585403823407765,-0.0331661903673813,-0.012556075178618,-0.000541388348210603,-0.0003663987445179373,-0.0001625283621251583,-0.3145906627178192,0.10617351531982422,-9.76037311553955
1726869629845343768,-0.009585402721852055,-0.03316619137467424,-0.012579202736775734,0.0006572904530912638,-1.0988876965711825e-05,-0.0005090271006338298,-0.32198646664619446,0.09855325520038605,-9.774201393127441
1726869629884093304,-0.009585403007931616,-0.033166187569514706,-0.012598991073352276,0.0010205338476225734,-0.0007441823836416006,-0.00011400263610994443,-0.32506656646728516,0.08531229197978973,-9.784144401550293
1726869629923795684,-0.009583894562797235,-0.03316524382151685,-0.012577772721143408,-0.0013386774808168411,0.00021820032270625234,0.0007084796670824289,-0.3209402561187744,0.07942426949739456,-9.800350189208984
1726869629964238759,-0.009583893874725113,-0.03316524359725906,-0.012590170232500973,-0.0002123211743310094,7.970376464072615e-05,-0.00011193779937457293,-0.32199639081954956,0.08551590889692307,-9.797162055969238
1726869630003849735,-0.009583894172326511,-0.03316524370360177,-0.012629031523945141,-9.741484245751053e-05,-0.0004182418342679739,-0.0009087439393624663,-0.32555410265922546,0.08291622996330261,-9.793070793151855
1726869630047123975,-0.009583893912074464,-0.03316524328914894,-0.012634755074200744,0.0012158902827650309,-0.0003229198628105223,-0.0008477711817249656,-0.31534114480018616,0.09010551869869232,-9.759777069091797
1726869630084090238,-0.00958389457345858,-0.03316524591042758,-0.01266288723295541,0.000600344268605113,2.2814952899352647e-05,-0.0008665025816299021,-0.31156420707702637,0.1113184317946434,-9.76382827758789
