time,x,y,z,vx,vy,vz,roll,pitch,yaw,vroll,vpitch,vyaw,x_cov,y_cov,z_cov,roll_cov,pitch_cov,yaw_cov,vx_cov,vy_cov,vz_cov,vroll_cov,vpitch_cov,vyaw_cov
1.72686962978881E+018,-6.51958800664656E-06,-2.65555739146395E-07,-3.18377241702207E-06,-0.000303355854704511,-1.98652353298395E-05,-0.000140482785393977,5.1970740022611E-07,-1.2466084640117E-06,1.25579023122491E-05,3.99466892302027E-05,-3.79317520475669E-05,0.000603349679949522,0.00100116992676344,0.00100116992677153,0.00120137970626309,0.00060075410751612,0.00060075410751323,0.00120137281364243,0.000446195023151947,0.000446195023151947,0.000495847961354156,0.00038418521143561,0.00038418521143561,0.000427117104514862
1.7268696298219E+018,-1.63644247469325E-05,-1.25155125401361E-06,-6.58347029204748E-06,-0.000346584824722703,-1.69739325042413E-05,-9.36313078697212E-05,-4.15013950716414E-06,-1.13243436703492E-05,1.34885704103915E-05,-0.000202094345427327,-0.00033027174029705,-2.96030804020989E-06,0.00249860285588345,0.00249860285605519,0.00299824258157883,0.00149932679677858,0.00149932679674546,0.00299823246490385,0.000393043216191476,0.000393043216191476,0.000463986250796878,0.000285056042765014,0.000285056042765014,0.000362651256191355
1.7268696298552E+018,-3.11920241061872E-05,-1.8397386911896E-06,-1.24785357436474E-05,-0.000341551629651869,-7.13373711655078E-05,-0.000176839547369857,-6.04111340374303E-06,-2.52599692700528E-05,-5.47963897812309E-06,5.15281859309012E-05,-0.000298982886463905,-0.000585702233984932,0.00450155043466162,0.00450155043613886,0.00540169980043087,0.00270125442893974,0.00270125442783021,0.00540168931095298,0.000391529389414606,0.000391529389414606,0.000464684176521895,0.000271829677910875,0.000271829677910875,0.000359214119922936
1.72686962988846E+018,-4.15666102986852E-05,-4.66343715895447E-06,-1.66561056789919E-05,-0.000360309579141892,-0.000120792637818483,-0.000134071109318168,1.55357551268054E-06,-3.70310140507257E-05,-2.25830897409018E-05,0.000303945503870233,-0.000405174813165712,-0.00050358622661617,0.00599824627707369,0.00599824628058955,0.00719767507277829,0.00359939131426768,0.00359939131164433,0.00719766444798583,0.000390170163527784,0.000390170163527784,0.000462970360216528,0.000270112754617646,0.000270112754617646,0.000357894263035361
1.72686962992185E+018,-5.54109839494212E-05,-3.60918903172094E-06,-2.02800284040442E-05,-0.000470650984424948,5.72630837888709E-05,-0.00010783784496449,-1.05184997738483E-05,-6.31063094513884E-05,-2.58202386995698E-05,-0.000243384584734821,-0.000763659100572595,-3.91708234963564E-05,0.00749906476659106,0.00749906477434691,0.00899859727028095,0.00450000242183281,0.00450000241310384,0.00899858656134619,0.00039099789158945,0.00039099789158945,0.000464040746958501,0.000270309899814603,0.000270309899814603,0.000358527815445543
1.72686962995535E+018,-6.92027529563697E-05,9.21172907498866E-07,-2.50550655632754E-05,-0.00032082298592332,6.17660101581238E-05,-0.000144619388097888,-2.3406725671915E-05,-6.83192401162991E-05,-1.88394183964213E-05,-0.00015312519020043,-0.000250698767286479,0.000151812046747914,0.00949999002297559,0.00949999004041897,0.0113996276442728,0.00570071753854189,0.00570071751800523,0.0113996165906479,0.000390570903835089,0.000390570903835089,0.000463358065380897,0.000270096629026694,0.000270096629026694,0.000358105087185187
1.7268696299889E+018,-7.66645004746159E-05,5.01331039413668E-06,-2.93819047305954E-05,-0.000249476966178263,0.000156298955425922,-0.000118772515194488,-3.96211756350517E-05,-7.32077730885017E-05,-2.58579950926929E-05,-0.000475867304502116,-0.000227372461654795,-0.000282449300281005,0.0110007832314445,0.0110007832560365,0.013200519546812,0.00660131341856782,0.00660131339352887,0.0132005081497953,0.000390776984026341,0.000390776984026341,0.00046363683465565,0.000270127609847564,0.000270127609847564,0.000358205548269303
1.72686963002179E+018,-8.37862522065362E-05,1.01374789439267E-05,-3.27511476912044E-05,-0.000252238347423527,0.000161795890231585,-0.000115875099029076,-5.02431519406876E-05,-8.38540976353386E-05,-4.20195203338913E-05,-0.000347908144386715,-0.000318505538825378,-0.000428087580044812,0.0125004496289444,0.0125004496601087,0.0150000593893712,0.00750123300660188,0.00750123297278042,0.0150000475470431,0.000391184218188643,0.000391184218188643,0.00046417931966096,0.000270251661343473,0.000270251661343473,0.000358477647117993
1.72686963005548E+018,-9.84560403007073E-05,1.32377828861304E-05,-3.80631812776211E-05,-0.000371596536319563,-8.66152060005462E-06,-0.000129630818162875,-4.84578432060623E-05,-0.000102668226246827,-6.43467913596929E-05,0.000170417368009344,-0.000443172545936854,-0.000807032288939648,0.0144994930878271,0.0144994931342468,0.0173988318444321,0.00870081860240908,0.00870081854595467,0.0173988191021657,0.000390439178068389,0.000390439178068389,0.000463171290595003,0.000269830744705243,0.000269830744705243,0.000357754259508634
1.72686963008885E+018,-0.000109507448175283,1.00980901040214E-05,-4.2667647879823E-05,-0.000344025879446605,-0.000119431080276272,-0.000159726296267287,-3.74277807075884E-05,-0.000108489631219566,-8.12163023335977E-05,0.000319074008305881,-0.000229044672782643,-0.000634432711869502,0.0160048447876135,0.0160048448545716,0.0192051937772706,0.00960415002059563,0.00960414994223798,0.0192051802082104,0.000391678295269912,0.000391678295269912,0.000464662141069517,0.000270490011367465,0.000270490011367465,0.000358787664566626
